,0
73569,frog
73570,ship
73571,frog
73572,frog
73573,airplane
73574,ship
73575,airplane
73576,airplane
73577,airplane
73578,frog
73579,ship
73580,airplane
73581,airplane
73582,dog
73583,truck
73584,frog
73585,truck
73586,truck
73587,cat
73588,frog
73589,truck
73590,airplane
73591,airplane
73592,ship
73593,truck
73594,frog
73595,dog
73596,truck
73597,deer
73598,dog
73599,truck
73600,frog
73601,dog
73602,airplane
73603,airplane
73604,frog
73605,dog
73606,automobile
73607,truck
73608,deer
73609,truck
73610,ship
73611,truck
73612,frog
73613,airplane
73614,airplane
73615,ship
73616,truck
73617,ship
73618,frog
73619,frog
73620,deer
73621,ship
73622,ship
73623,dog
73624,deer
73625,truck
73626,airplane
73627,airplane
73628,truck
73629,ship
73630,frog
73631,frog
73632,frog
73633,truck
73634,frog
73635,deer
73636,dog
73637,frog
73638,deer
73639,frog
73640,automobile
73641,deer
73642,frog
73643,dog
73644,truck
73645,frog
73646,ship
73647,frog
73648,truck
73649,frog
73650,truck
73651,dog
73652,airplane
73653,truck
73654,truck
73655,truck
73656,frog
73657,deer
73658,truck
73659,airplane
73660,truck
73661,truck
73662,airplane
73663,frog
73664,truck
73665,airplane
73666,airplane
73667,frog
73668,truck
73669,frog
73670,horse
73671,dog
73672,truck
73673,automobile
73674,deer
73675,frog
73676,airplane
73677,ship
73678,frog
73679,truck
73680,frog
73681,truck
73682,automobile
73683,frog
73684,frog
73685,dog
73686,dog
73687,automobile
73688,ship
73689,ship
73690,frog
73691,truck
73692,frog
73693,airplane
73694,airplane
73695,dog
73696,frog
73697,frog
73698,ship
73699,truck
73700,frog
73701,truck
73702,airplane
73703,deer
73704,frog
73705,ship
73706,airplane
73707,airplane
73708,ship
73709,ship
73710,frog
73711,airplane
73712,frog
73713,ship
73714,frog
73715,frog
73716,frog
73717,airplane
73718,ship
73719,truck
73720,airplane
73721,airplane
73722,deer
73723,dog
73724,horse
73725,dog
73726,ship
73727,truck
73728,ship
73729,airplane
73730,dog
73731,frog
73732,truck
73733,airplane
73734,ship
73735,frog
73736,frog
73737,airplane
73738,automobile
73739,dog
73740,truck
73741,truck
73742,truck
73743,dog
73744,frog
73745,airplane
73746,frog
73747,frog
73748,airplane
73749,frog
73750,dog
73751,deer
73752,frog
73753,ship
73754,ship
73755,truck
73756,frog
73757,ship
73758,truck
73759,airplane
73760,horse
73761,truck
73762,cat
73763,dog
73764,truck
73765,deer
73766,airplane
73767,truck
73768,ship
73769,frog
73770,frog
73771,frog
73772,ship
73773,frog
73774,deer
73775,frog
73776,truck
73777,ship
73778,frog
73779,frog
73780,frog
73781,dog
73782,airplane
73783,airplane
73784,frog
73785,dog
73786,frog
73787,airplane
73788,frog
73789,truck
73790,frog
73791,truck
73792,truck
73793,frog
73794,frog
73795,frog
73796,airplane
73797,airplane
73798,ship
73799,frog
73800,ship
73801,airplane
73802,dog
73803,ship
73804,airplane
73805,airplane
73806,ship
73807,airplane
73808,frog
73809,frog
73810,airplane
73811,airplane
73812,deer
73813,airplane
73814,dog
73815,dog
73816,ship
73817,ship
73818,frog
73819,airplane
73820,ship
73821,frog
73822,airplane
73823,frog
73824,airplane
73825,frog
73826,airplane
73827,horse
73828,dog
73829,ship
73830,deer
73831,airplane
73832,deer
73833,truck
73834,frog
73835,airplane
73836,deer
73837,dog
73838,ship
73839,airplane
73840,airplane
73841,airplane
73842,truck
73843,airplane
73844,truck
73845,truck
73846,airplane
73847,truck
73848,truck
73849,deer
73850,airplane
73851,frog
73852,frog
73853,airplane
73854,airplane
73855,frog
73856,frog
73857,airplane
73858,automobile
73859,ship
73860,frog
73861,frog
73862,frog
73863,frog
73864,truck
73865,dog
73866,frog
73867,frog
73868,airplane
73869,frog
73870,dog
73871,ship
73872,dog
73873,truck
73874,horse
73875,frog
73876,dog
73877,frog
73878,automobile
73879,airplane
73880,dog
73881,frog
73882,horse
73883,frog
73884,dog
73885,frog
73886,airplane
73887,horse
73888,frog
73889,frog
73890,truck
73891,frog
73892,frog
73893,truck
73894,ship
73895,dog
73896,frog
73897,truck
73898,frog
73899,frog
73900,frog
73901,airplane
73902,horse
73903,truck
73904,truck
73905,truck
73906,dog
73907,airplane
73908,airplane
73909,truck
73910,frog
73911,dog
73912,frog
73913,dog
73914,frog
73915,frog
73916,truck
73917,ship
73918,ship
73919,frog
73920,airplane
73921,truck
73922,frog
73923,deer
73924,frog
73925,airplane
73926,automobile
73927,deer
73928,dog
73929,frog
73930,frog
73931,frog
73932,ship
73933,frog
73934,truck
73935,ship
73936,ship
73937,deer
73938,airplane
73939,automobile
73940,frog
73941,airplane
73942,frog
73943,truck
73944,horse
73945,airplane
73946,truck
73947,airplane
73948,frog
73949,frog
73950,airplane
73951,horse
73952,truck
73953,automobile
73954,airplane
73955,ship
73956,deer
73957,truck
73958,frog
73959,frog
73960,airplane
73961,airplane
73962,truck
73963,frog
73964,airplane
73965,frog
73966,dog
73967,airplane
73968,truck
73969,dog
73970,dog
73971,horse
73972,deer
73973,deer
73974,truck
73975,dog
73976,automobile
73977,frog
73978,frog
73979,ship
73980,dog
73981,ship
73982,ship
73983,frog
73984,airplane
73985,frog
73986,airplane
73987,frog
73988,ship
73989,deer
73990,dog
73991,airplane
73992,frog
73993,frog
73994,ship
73995,frog
73996,ship
73997,airplane
73998,automobile
73999,airplane
74000,ship
74001,ship
74002,airplane
74003,airplane
74004,truck
74005,truck
74006,dog
74007,dog
74008,frog
74009,airplane
74010,airplane
74011,airplane
74012,ship
74013,ship
74014,truck
74015,ship
74016,frog
74017,ship
74018,automobile
74019,airplane
74020,ship
74021,dog
74022,automobile
74023,dog
74024,frog
74025,frog
74026,dog
74027,frog
74028,truck
74029,airplane
74030,ship
74031,airplane
74032,truck
74033,automobile
74034,ship
74035,truck
74036,frog
74037,frog
74038,airplane
74039,truck
74040,airplane
74041,frog
74042,frog
74043,frog
74044,frog
74045,frog
74046,truck
74047,deer
74048,deer
74049,truck
74050,deer
74051,ship
74052,dog
74053,frog
74054,truck
74055,automobile
74056,frog
74057,ship
74058,ship
74059,frog
74060,airplane
74061,frog
74062,dog
74063,dog
74064,truck
74065,airplane
74066,frog
74067,truck
74068,truck
74069,ship
74070,deer
74071,dog
74072,frog
74073,horse
74074,airplane
74075,truck
74076,ship
74077,frog
74078,dog
74079,ship
74080,frog
74081,frog
74082,frog
74083,airplane
74084,dog
74085,dog
74086,airplane
74087,airplane
74088,dog
74089,airplane
74090,frog
74091,ship
74092,deer
74093,frog
74094,frog
74095,automobile
74096,airplane
74097,frog
74098,frog
74099,frog
74100,truck
74101,airplane
74102,airplane
74103,airplane
74104,horse
74105,truck
74106,airplane
74107,automobile
74108,ship
74109,truck
74110,frog
74111,dog
74112,frog
74113,frog
74114,frog
74115,automobile
74116,airplane
74117,bird
74118,truck
74119,ship
74120,truck
74121,truck
74122,dog
74123,dog
74124,airplane
74125,airplane
74126,frog
74127,ship
74128,frog
74129,truck
74130,truck
74131,frog
74132,truck
74133,airplane
74134,ship
74135,airplane
74136,frog
74137,airplane
74138,frog
74139,automobile
74140,airplane
74141,truck
74142,ship
74143,truck
74144,airplane
74145,dog
74146,airplane
74147,frog
74148,deer
74149,cat
74150,frog
74151,truck
74152,ship
74153,truck
74154,frog
74155,airplane
74156,dog
74157,airplane
74158,frog
74159,dog
74160,frog
74161,frog
74162,frog
74163,airplane
74164,frog
74165,dog
74166,frog
74167,frog
74168,truck
74169,truck
74170,dog
74171,truck
74172,dog
74173,frog
74174,airplane
74175,frog
74176,frog
74177,frog
74178,frog
74179,ship
74180,truck
74181,airplane
74182,deer
74183,dog
74184,frog
74185,frog
74186,truck
74187,truck
74188,frog
74189,truck
74190,dog
74191,frog
74192,ship
74193,airplane
74194,truck
74195,truck
74196,truck
74197,ship
74198,truck
74199,frog
74200,frog
74201,airplane
74202,airplane
74203,frog
74204,ship
74205,frog
74206,ship
74207,deer
74208,dog
74209,airplane
74210,dog
74211,ship
74212,airplane
74213,airplane
74214,truck
74215,ship
74216,airplane
74217,deer
74218,ship
74219,frog
74220,frog
74221,truck
74222,ship
74223,truck
74224,automobile
74225,deer
74226,truck
74227,frog
74228,frog
74229,airplane
74230,ship
74231,airplane
74232,deer
74233,frog
74234,frog
74235,deer
74236,airplane
74237,frog
74238,airplane
74239,airplane
74240,frog
74241,ship
74242,ship
74243,ship
74244,truck
74245,frog
74246,frog
74247,airplane
74248,ship
74249,truck
74250,airplane
74251,frog
74252,frog
74253,truck
74254,truck
74255,cat
74256,airplane
74257,airplane
74258,ship
74259,ship
74260,dog
74261,truck
74262,truck
74263,frog
74264,deer
74265,frog
74266,deer
74267,truck
74268,deer
74269,frog
74270,frog
74271,frog
74272,frog
74273,dog
74274,deer
74275,airplane
74276,horse
74277,frog
74278,dog
74279,ship
74280,truck
74281,frog
74282,frog
74283,dog
74284,horse
74285,ship
74286,truck
74287,horse
74288,frog
74289,frog
74290,ship
74291,frog
74292,truck
74293,airplane
74294,frog
74295,frog
74296,frog
74297,ship
74298,horse
74299,ship
74300,frog
74301,ship
74302,truck
74303,ship
74304,deer
74305,frog
74306,horse
74307,ship
74308,frog
74309,truck
74310,ship
74311,deer
74312,truck
74313,ship
74314,airplane
74315,truck
74316,automobile
74317,frog
74318,airplane
74319,frog
74320,airplane
74321,automobile
74322,airplane
74323,horse
74324,deer
74325,frog
74326,airplane
74327,dog
74328,airplane
74329,frog
74330,airplane
74331,airplane
74332,ship
74333,frog
74334,airplane
74335,truck
74336,automobile
74337,frog
74338,ship
74339,frog
74340,frog
74341,frog
74342,truck
74343,dog
74344,frog
74345,ship
74346,dog
74347,airplane
74348,truck
74349,frog
74350,frog
74351,airplane
74352,frog
74353,airplane
74354,dog
74355,airplane
74356,dog
74357,frog
74358,ship
74359,horse
74360,frog
74361,dog
74362,frog
74363,frog
74364,dog
74365,airplane
74366,frog
74367,frog
74368,frog
74369,dog
74370,frog
74371,truck
74372,frog
74373,ship
74374,frog
74375,ship
74376,ship
74377,truck
74378,frog
74379,airplane
74380,truck
74381,automobile
74382,airplane
74383,truck
74384,dog
74385,dog
74386,ship
74387,dog
74388,frog
74389,truck
74390,ship
74391,automobile
74392,airplane
74393,dog
74394,deer
74395,deer
74396,deer
74397,ship
74398,ship
74399,dog
74400,frog
74401,frog
74402,frog
74403,frog
74404,airplane
74405,airplane
74406,truck
74407,airplane
74408,automobile
74409,truck
74410,automobile
74411,airplane
74412,truck
74413,truck
74414,ship
74415,frog
74416,frog
74417,airplane
74418,airplane
74419,truck
74420,automobile
74421,airplane
74422,ship
74423,airplane
74424,airplane
74425,dog
74426,airplane
74427,truck
74428,frog
74429,airplane
74430,frog
74431,frog
74432,airplane
74433,frog
74434,truck
74435,airplane
74436,ship
74437,truck
74438,frog
74439,dog
74440,frog
74441,deer
74442,dog
74443,frog
74444,frog
74445,truck
74446,dog
74447,truck
74448,frog
74449,ship
74450,frog
74451,airplane
74452,truck
74453,truck
74454,frog
74455,ship
74456,frog
74457,ship
74458,truck
74459,frog
74460,frog
74461,frog
74462,horse
74463,frog
74464,frog
74465,deer
74466,airplane
74467,horse
74468,frog
74469,airplane
74470,frog
74471,truck
74472,dog
74473,truck
74474,ship
74475,automobile
74476,deer
74477,frog
74478,truck
74479,bird
74480,ship
74481,airplane
74482,deer
74483,dog
74484,ship
74485,truck
74486,airplane
74487,truck
74488,frog
74489,truck
74490,airplane
74491,dog
74492,ship
74493,airplane
74494,dog
74495,frog
74496,airplane
74497,ship
74498,ship
74499,dog
74500,ship
74501,dog
74502,truck
74503,frog
74504,frog
74505,truck
74506,airplane
74507,airplane
74508,airplane
74509,airplane
74510,airplane
74511,deer
74512,truck
74513,frog
74514,airplane
74515,frog
74516,airplane
74517,frog
74518,deer
74519,cat
74520,deer
74521,frog
74522,frog
74523,frog
74524,frog
74525,frog
74526,deer
74527,dog
74528,ship
74529,airplane
74530,frog
74531,frog
74532,ship
74533,truck
74534,frog
74535,frog
74536,frog
74537,dog
74538,frog
74539,airplane
74540,frog
74541,dog
74542,frog
74543,automobile
74544,airplane
74545,ship
74546,frog
74547,ship
74548,truck
74549,truck
74550,dog
74551,ship
74552,airplane
74553,frog
74554,bird
74555,frog
74556,frog
74557,ship
74558,frog
74559,automobile
74560,dog
74561,frog
74562,truck
74563,airplane
74564,truck
74565,deer
74566,dog
74567,horse
74568,frog
74569,airplane
74570,dog
74571,dog
74572,deer
74573,dog
74574,airplane
74575,dog
74576,truck
74577,airplane
74578,deer
74579,ship
74580,frog
74581,dog
74582,airplane
74583,deer
74584,frog
74585,frog
74586,airplane
74587,truck
74588,ship
74589,airplane
74590,airplane
74591,frog
74592,frog
74593,dog
74594,dog
74595,ship
74596,airplane
74597,frog
74598,dog
74599,airplane
74600,truck
74601,airplane
74602,frog
74603,deer
74604,horse
74605,frog
74606,ship
74607,frog
74608,airplane
74609,frog
74610,ship
74611,airplane
74612,dog
74613,airplane
74614,ship
74615,airplane
74616,airplane
74617,frog
74618,truck
74619,truck
74620,ship
74621,truck
74622,frog
74623,deer
74624,airplane
74625,frog
74626,airplane
74627,ship
74628,truck
74629,frog
74630,frog
74631,truck
74632,deer
74633,airplane
74634,truck
74635,frog
74636,dog
74637,frog
74638,frog
74639,frog
74640,frog
74641,frog
74642,ship
74643,frog
74644,frog
74645,truck
74646,airplane
74647,truck
74648,dog
74649,frog
74650,dog
74651,frog
74652,frog
74653,airplane
74654,frog
74655,airplane
74656,frog
74657,ship
74658,frog
74659,frog
74660,frog
74661,airplane
74662,ship
74663,truck
74664,airplane
74665,frog
74666,ship
74667,dog
74668,airplane
74669,frog
74670,truck
74671,horse
74672,airplane
74673,airplane
74674,dog
74675,frog
74676,horse
74677,truck
74678,automobile
74679,ship
74680,ship
74681,truck
74682,truck
74683,truck
74684,airplane
74685,truck
74686,truck
74687,airplane
74688,truck
74689,airplane
74690,dog
74691,ship
74692,ship
74693,dog
74694,frog
74695,deer
74696,truck
74697,truck
74698,airplane
74699,ship
74700,ship
74701,ship
74702,cat
74703,frog
74704,dog
74705,ship
74706,frog
74707,frog
74708,ship
74709,horse
74710,frog
74711,airplane
74712,frog
74713,frog
74714,airplane
74715,frog
74716,frog
74717,automobile
74718,ship
74719,deer
74720,ship
74721,airplane
74722,truck
74723,ship
74724,ship
74725,automobile
74726,cat
74727,ship
74728,truck
74729,horse
74730,frog
74731,frog
74732,ship
74733,frog
74734,truck
74735,frog
74736,truck
74737,airplane
74738,frog
74739,dog
74740,truck
74741,frog
74742,airplane
74743,truck
74744,truck
74745,airplane
74746,dog
74747,dog
74748,airplane
74749,automobile
74750,truck
74751,frog
74752,airplane
74753,ship
74754,truck
74755,truck
74756,frog
74757,dog
74758,frog
74759,frog
74760,deer
74761,truck
74762,automobile
74763,deer
74764,horse
74765,truck
74766,ship
74767,horse
74768,frog
74769,frog
74770,airplane
74771,dog
74772,automobile
74773,frog
74774,dog
74775,frog
74776,truck
74777,airplane
74778,airplane
74779,truck
74780,truck
74781,frog
74782,ship
74783,airplane
74784,airplane
74785,airplane
74786,truck
74787,ship
74788,horse
74789,truck
74790,dog
74791,airplane
74792,ship
74793,airplane
74794,truck
74795,truck
74796,airplane
74797,airplane
74798,ship
74799,frog
74800,airplane
74801,truck
74802,airplane
74803,frog
74804,dog
74805,ship
74806,truck
74807,frog
74808,airplane
74809,frog
74810,ship
74811,ship
74812,airplane
74813,frog
74814,frog
74815,ship
74816,ship
74817,airplane
74818,ship
74819,airplane
74820,dog
74821,deer
74822,frog
74823,ship
74824,dog
74825,airplane
74826,dog
74827,frog
74828,airplane
74829,truck
74830,horse
74831,truck
74832,truck
74833,frog
74834,ship
74835,airplane
74836,dog
74837,truck
74838,frog
74839,ship
74840,frog
74841,bird
74842,airplane
74843,airplane
74844,frog
74845,ship
74846,ship
74847,airplane
74848,horse
74849,deer
74850,frog
74851,dog
74852,dog
74853,frog
74854,dog
74855,frog
74856,airplane
74857,frog
74858,frog
74859,truck
74860,deer
74861,ship
74862,deer
74863,ship
74864,frog
74865,ship
74866,airplane
74867,airplane
74868,airplane
74869,horse
74870,horse
74871,frog
74872,dog
74873,airplane
74874,airplane
74875,horse
74876,frog
74877,dog
74878,deer
74879,truck
74880,frog
74881,automobile
74882,airplane
74883,bird
74884,frog
74885,airplane
74886,ship
74887,ship
74888,horse
74889,dog
74890,truck
74891,dog
74892,frog
74893,frog
74894,dog
74895,truck
74896,ship
74897,truck
74898,frog
74899,truck
74900,airplane
74901,airplane
74902,frog
74903,frog
74904,dog
74905,bird
74906,ship
74907,ship
74908,truck
74909,airplane
74910,frog
74911,truck
74912,dog
74913,frog
74914,horse
74915,airplane
74916,airplane
74917,frog
74918,frog
74919,airplane
74920,deer
74921,truck
74922,airplane
74923,truck
74924,horse
74925,airplane
74926,frog
74927,automobile
74928,ship
74929,deer
74930,truck
74931,dog
74932,truck
74933,airplane
74934,ship
74935,truck
74936,frog
74937,ship
74938,ship
74939,frog
74940,truck
74941,airplane
74942,ship
74943,dog
74944,bird
74945,frog
74946,dog
74947,truck
74948,horse
74949,ship
74950,airplane
74951,deer
74952,ship
74953,airplane
74954,truck
74955,dog
74956,deer
74957,dog
74958,ship
74959,deer
74960,truck
74961,airplane
74962,frog
74963,deer
74964,airplane
74965,airplane
74966,airplane
74967,frog
74968,truck
74969,frog
74970,airplane
74971,truck
74972,frog
74973,airplane
74974,frog
74975,frog
74976,horse
74977,automobile
74978,frog
74979,airplane
74980,dog
74981,airplane
74982,frog
74983,deer
74984,truck
74985,dog
74986,airplane
74987,frog
74988,dog
74989,airplane
74990,frog
74991,deer
74992,deer
74993,frog
74994,deer
74995,dog
74996,automobile
74997,deer
74998,truck
74999,airplane
75000,deer
75001,ship
75002,airplane
75003,dog
75004,truck
75005,truck
75006,frog
75007,frog
75008,dog
75009,ship
75010,automobile
75011,horse
75012,truck
75013,frog
75014,airplane
75015,airplane
75016,truck
75017,truck
75018,truck
75019,frog
75020,airplane
75021,frog
75022,frog
75023,ship
75024,frog
75025,horse
75026,dog
75027,airplane
75028,dog
75029,ship
75030,truck
75031,ship
75032,airplane
75033,ship
75034,ship
75035,airplane
75036,dog
75037,horse
75038,dog
75039,airplane
75040,frog
75041,bird
75042,airplane
75043,frog
75044,airplane
75045,frog
75046,deer
75047,truck
75048,airplane
75049,bird
75050,airplane
75051,truck
75052,airplane
75053,truck
75054,airplane
75055,frog
75056,deer
75057,frog
75058,horse
75059,deer
75060,frog
75061,horse
75062,frog
75063,frog
75064,truck
75065,airplane
75066,frog
75067,airplane
75068,frog
75069,ship
75070,airplane
75071,airplane
75072,frog
75073,airplane
75074,frog
75075,dog
75076,ship
75077,ship
75078,truck
75079,airplane
75080,automobile
75081,airplane
75082,truck
75083,frog
75084,deer
75085,ship
75086,ship
75087,airplane
75088,airplane
75089,deer
75090,frog
75091,frog
75092,frog
75093,dog
75094,truck
75095,frog
75096,frog
75097,airplane
75098,ship
75099,dog
75100,frog
75101,truck
75102,ship
75103,truck
75104,ship
75105,ship
75106,truck
75107,airplane
75108,truck
75109,automobile
75110,frog
75111,deer
75112,frog
75113,frog
75114,frog
75115,automobile
75116,dog
75117,frog
75118,truck
75119,deer
75120,deer
75121,horse
75122,frog
75123,truck
75124,deer
75125,ship
75126,truck
75127,frog
75128,truck
75129,truck
75130,frog
75131,deer
75132,ship
75133,dog
75134,truck
75135,airplane
75136,airplane
75137,ship
75138,frog
75139,airplane
75140,truck
75141,airplane
75142,ship
75143,airplane
75144,frog
75145,deer
75146,frog
75147,truck
75148,airplane
75149,truck
75150,frog
75151,frog
75152,airplane
75153,ship
75154,frog
75155,truck
75156,dog
75157,frog
75158,airplane
75159,automobile
75160,airplane
75161,airplane
75162,airplane
75163,airplane
75164,ship
75165,frog
75166,airplane
75167,frog
75168,airplane
75169,airplane
75170,frog
75171,airplane
75172,airplane
75173,airplane
75174,airplane
75175,frog
75176,frog
75177,ship
75178,dog
75179,truck
75180,frog
75181,truck
75182,frog
75183,deer
75184,ship
75185,truck
75186,airplane
75187,frog
75188,airplane
75189,frog
75190,frog
75191,frog
75192,truck
75193,airplane
75194,frog
75195,truck
75196,truck
75197,airplane
75198,airplane
75199,truck
75200,airplane
75201,frog
75202,horse
75203,deer
75204,truck
75205,truck
75206,airplane
75207,dog
75208,deer
75209,airplane
75210,ship
75211,frog
75212,dog
75213,airplane
75214,airplane
75215,frog
75216,dog
75217,horse
75218,deer
75219,frog
75220,deer
75221,frog
75222,airplane
75223,frog
75224,truck
75225,frog
75226,ship
75227,frog
75228,truck
75229,frog
75230,frog
75231,frog
75232,truck
75233,dog
75234,truck
75235,dog
75236,dog
75237,ship
75238,deer
75239,frog
75240,ship
75241,frog
75242,truck
75243,dog
75244,dog
75245,truck
75246,horse
75247,frog
75248,ship
75249,ship
75250,frog
75251,ship
75252,frog
75253,airplane
75254,truck
75255,automobile
75256,airplane
75257,automobile
75258,frog
75259,airplane
75260,airplane
75261,frog
75262,truck
75263,airplane
75264,frog
75265,frog
75266,frog
75267,deer
75268,horse
75269,frog
75270,dog
75271,airplane
75272,frog
75273,truck
75274,frog
75275,deer
75276,ship
75277,truck
75278,deer
75279,frog
75280,deer
75281,airplane
75282,dog
75283,horse
75284,automobile
75285,truck
75286,truck
75287,frog
75288,airplane
75289,dog
75290,airplane
75291,frog
75292,airplane
75293,airplane
75294,truck
75295,dog
75296,dog
75297,frog
75298,airplane
75299,deer
75300,dog
75301,airplane
75302,frog
75303,airplane
75304,airplane
75305,airplane
75306,ship
75307,frog
75308,truck
75309,airplane
75310,frog
75311,frog
75312,frog
75313,truck
75314,dog
75315,dog
75316,airplane
75317,dog
75318,frog
75319,truck
75320,frog
75321,frog
75322,truck
75323,ship
75324,dog
75325,frog
75326,airplane
75327,airplane
75328,airplane
75329,airplane
75330,frog
75331,horse
75332,ship
75333,truck
75334,frog
75335,horse
75336,truck
75337,frog
75338,truck
75339,frog
75340,frog
75341,dog
75342,frog
75343,frog
75344,dog
75345,deer
75346,frog
75347,frog
75348,truck
75349,dog
75350,dog
75351,frog
75352,airplane
75353,frog
75354,automobile
75355,ship
75356,dog
75357,truck
75358,truck
75359,airplane
75360,frog
75361,frog
75362,frog
75363,truck
75364,airplane
75365,truck
75366,frog
75367,airplane
75368,airplane
75369,frog
75370,dog
75371,frog
75372,truck
75373,dog
75374,airplane
75375,ship
75376,dog
75377,ship
75378,truck
75379,truck
75380,ship
75381,ship
75382,airplane
75383,airplane
75384,horse
75385,frog
75386,frog
75387,frog
75388,frog
75389,frog
75390,airplane
75391,truck
75392,frog
75393,frog
75394,dog
75395,frog
75396,ship
75397,frog
75398,ship
75399,airplane
75400,dog
75401,frog
75402,airplane
75403,airplane
75404,airplane
75405,ship
75406,truck
75407,frog
75408,truck
75409,airplane
75410,dog
75411,frog
75412,deer
75413,airplane
75414,truck
75415,airplane
75416,airplane
75417,frog
75418,dog
75419,airplane
75420,truck
75421,horse
75422,truck
75423,frog
75424,dog
75425,airplane
75426,ship
75427,truck
75428,ship
75429,airplane
75430,frog
75431,ship
75432,airplane
75433,airplane
75434,frog
75435,frog
75436,dog
75437,airplane
75438,truck
75439,truck
75440,frog
75441,truck
75442,airplane
75443,horse
75444,bird
75445,airplane
75446,automobile
75447,airplane
75448,frog
75449,airplane
75450,truck
75451,ship
75452,truck
75453,truck
75454,truck
75455,airplane
75456,horse
75457,airplane
75458,airplane
75459,airplane
75460,ship
75461,airplane
75462,ship
75463,ship
75464,cat
75465,dog
75466,deer
75467,airplane
75468,truck
75469,deer
75470,ship
75471,dog
75472,airplane
75473,dog
75474,frog
75475,frog
75476,ship
75477,truck
75478,dog
75479,ship
75480,airplane
75481,frog
75482,ship
75483,deer
75484,frog
75485,truck
75486,airplane
75487,horse
75488,frog
75489,horse
75490,deer
75491,airplane
75492,frog
75493,deer
75494,truck
75495,ship
75496,airplane
75497,frog
75498,dog
75499,frog
75500,airplane
75501,dog
75502,automobile
75503,truck
75504,ship
75505,airplane
75506,dog
75507,frog
75508,frog
75509,airplane
75510,horse
75511,airplane
75512,airplane
75513,deer
75514,airplane
75515,ship
75516,ship
75517,truck
75518,frog
75519,dog
75520,truck
75521,airplane
75522,truck
75523,airplane
75524,ship
75525,ship
75526,frog
75527,deer
75528,automobile
75529,dog
75530,ship
75531,frog
75532,ship
75533,frog
75534,truck
75535,frog
75536,frog
75537,dog
75538,frog
75539,deer
75540,ship
75541,dog
75542,airplane
75543,truck
75544,airplane
75545,ship
75546,airplane
75547,automobile
75548,dog
75549,airplane
75550,airplane
75551,automobile
75552,airplane
75553,truck
75554,ship
75555,ship
75556,ship
75557,truck
75558,frog
75559,truck
75560,truck
75561,automobile
75562,frog
75563,ship
75564,airplane
75565,deer
75566,frog
75567,truck
75568,airplane
75569,horse
75570,ship
75571,truck
75572,ship
75573,ship
75574,ship
75575,dog
75576,truck
75577,frog
75578,frog
75579,frog
75580,frog
75581,frog
75582,bird
75583,ship
75584,frog
75585,truck
75586,deer
75587,airplane
75588,truck
75589,frog
75590,airplane
75591,ship
75592,horse
75593,ship
75594,airplane
75595,truck
75596,dog
75597,dog
75598,truck
75599,airplane
75600,frog
75601,airplane
75602,ship
75603,dog
75604,deer
75605,dog
75606,airplane
75607,dog
75608,frog
75609,truck
75610,ship
75611,frog
75612,ship
75613,truck
75614,airplane
75615,airplane
75616,deer
75617,ship
75618,dog
75619,frog
75620,airplane
75621,frog
75622,ship
75623,truck
75624,truck
75625,frog
75626,horse
75627,truck
75628,horse
75629,horse
75630,deer
75631,deer
75632,airplane
75633,ship
75634,automobile
75635,ship
75636,airplane
75637,ship
75638,frog
75639,truck
75640,horse
75641,frog
75642,airplane
75643,airplane
75644,frog
75645,truck
75646,truck
75647,airplane
75648,frog
75649,frog
75650,deer
75651,frog
75652,frog
75653,frog
75654,airplane
75655,airplane
75656,horse
75657,dog
75658,airplane
75659,deer
75660,frog
75661,frog
75662,frog
75663,deer
75664,airplane
75665,ship
75666,dog
75667,airplane
75668,dog
75669,airplane
75670,frog
75671,frog
75672,horse
75673,dog
75674,truck
75675,frog
75676,automobile
75677,airplane
75678,dog
75679,truck
75680,frog
75681,ship
75682,automobile
75683,airplane
75684,frog
75685,ship
75686,frog
75687,airplane
75688,frog
75689,bird
75690,truck
75691,airplane
75692,ship
75693,dog
75694,truck
75695,airplane
75696,airplane
75697,ship
75698,airplane
75699,airplane
75700,frog
75701,frog
75702,truck
75703,ship
75704,frog
75705,frog
75706,airplane
75707,frog
75708,ship
75709,automobile
75710,dog
75711,frog
75712,truck
75713,frog
75714,frog
75715,airplane
75716,frog
75717,truck
75718,airplane
75719,horse
75720,airplane
75721,ship
75722,airplane
75723,frog
75724,frog
75725,frog
75726,airplane
75727,truck
75728,ship
75729,ship
75730,truck
75731,airplane
75732,deer
75733,frog
75734,frog
75735,truck
75736,dog
75737,frog
75738,airplane
75739,airplane
75740,frog
75741,truck
75742,airplane
75743,dog
75744,dog
75745,airplane
75746,ship
75747,airplane
75748,ship
75749,frog
75750,truck
75751,airplane
75752,frog
75753,deer
75754,ship
75755,truck
75756,dog
75757,dog
75758,truck
75759,frog
75760,deer
75761,frog
75762,ship
75763,truck
75764,dog
75765,airplane
75766,automobile
75767,airplane
75768,horse
75769,frog
75770,automobile
75771,frog
75772,dog
75773,frog
75774,ship
75775,frog
75776,dog
75777,ship
75778,frog
75779,frog
75780,dog
75781,dog
75782,horse
75783,frog
75784,truck
75785,airplane
75786,airplane
75787,frog
75788,truck
75789,airplane
75790,ship
75791,truck
75792,airplane
75793,airplane
75794,deer
75795,frog
75796,truck
75797,dog
75798,airplane
75799,truck
75800,deer
75801,dog
75802,frog
75803,dog
75804,frog
75805,airplane
75806,airplane
75807,dog
75808,airplane
75809,airplane
75810,truck
75811,dog
75812,horse
